ID,labels,cpe,description,cwe_id,cwe_name
CVE-2019-10370,['maven:org.jenkins-ci.plugins:mask-passwords'],['jenkins mask_passwords'],"Jenkins Mask Passwords Plugin 2.12.0 and earlier transmits globally configured passwords in plain text as part of the configuration form, potentially resulting in their exposure.",CWE-532,Insertion of Sensitive Information into Log File
CVE-2016-10703,['maven:org.webjars.npm:ecstatic'],['ecstatic_project ecstatic'],"A regular expression Denial of Service (DoS) vulnerability in the file lib/ecstatic.js of the ecstatic npm package, before version 2.0.0, allows a remote attacker to overload and crash a server by passing a maliciously crafted string.",CWE-20,Improper Input Validation
CVE-2020-13946,['maven:org.apache.cassandra:cassandra-all'],"['apache cassandra', 'netapp oncommand_insight']","In Apache Cassandra, all versions prior to 2.1.22, 2.2.18, 3.0.22, 3.11.8 and 4.0-beta2, it is possible for a local attacker without access to the Apache Cassandra process or configuration files to manipulate the RMI registry to perform a man-in-the-middle attack and capture user names and passwords used to access the JMX interface. The attacker can then use these credentials to access the JMX interface and perform unauthorised operations. Users should also be aware of CVE-2019-2684, a JRE vulnerability that enables this issue to be exploited remotely.",CWE-668,Exposure of Resource to Wrong Sphere
CVE-2018-11761,"['maven:org.apache.tika:tika-parsers', 'maven:org.apache.tika:tika-core']","['apache tika', 'oracle business_process_management_suite']","In Apache Tika 0.1 to 1.18, the XML parsers were not configured to limit entity expansion. They were therefore vulnerable to an entity expansion vulnerability which can lead to a denial of service attack.",CWE-611,Improper Restriction of XML External Entity Reference
CVE-2017-2609,['maven:org.jenkins-ci.main:jenkins-core'],['jenkins jenkins'],"jenkins before versions 2.44, 2.32.2 is vulnerable to an information disclosure vulnerability in search suggestions (SECURITY-385). The autocomplete feature on the search box discloses the names of the views in its suggestions, including the ones for which the current user does not have access to.",CWE-200,Exposure of Sensitive Information to an Unauthorized Actor
CVE-2019-3802,['maven:org.springframework.data:spring-data-jpa'],['pivotal_software spring_data_java_persistance_api'],"This affects Spring Data JPA in versions up to and including 2.1.6, 2.0.14 and 1.11.20. ExampleMatcher using ExampleMatcher.StringMatcher.STARTING, ExampleMatcher.StringMatcher.ENDING or ExampleMatcher.StringMatcher.CONTAINING could return more results than anticipated when a maliciously crafted example value is supplied.",,
CVE-2020-1941,['maven:org.apache.activemq:activemq-web-console'],"['apache activemq', 'oracle flexcube_private_banking', 'oracle enterprise_repository', 'oracle communications_element_manager', 'oracle communications_diameter_signaling_router', 'oracle communications_session_report_manager', 'oracle communications_session_route_manager']","In Apache ActiveMQ 5.0.0 to 5.15.11, the webconsole admin GUI is open to XSS, in the view that lists the contents of a queue.",CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2018-14642,['maven:io.undertow:undertow-core'],['redhat undertow'],"An information leak vulnerability was found in Undertow. If all headers are not written out in the first write() call then the code that handles flushing the buffer will always write out the full contents of the writevBuffer buffer, which may contain data from previous requests.",CWE-200,Exposure of Sensitive Information to an Unauthorized Actor
CVE-2014-0219,"['maven:org.apache.karaf.wrapper:org.apache.karaf.wrapper.core', 'maven:org.apache.karaf:org.apache.karaf.main']",['apache karaf'],"Apache Karaf before 4.0.10 enables a shutdown port on the loopback interface, which allows local users to cause a denial of service (shutdown) by sending a shutdown command to all listening high ports.",CWE-20,Improper Input Validation
CVE-2022-23913,['maven:org.apache.activemq:artemis-core-client'],"['apache activemq_artemis', 'netapp oncommand_workflow_automation', 'netapp active_iq_unified_manager']","In Apache ActiveMQ Artemis prior to 2.20.0 or 2.19.1, an attacker could partially disrupt availability (DoS) through uncontrolled resource consumption of memory.",CWE-770,Allocation of Resources Without Limits or Throttling
CVE-2019-14517,"['maven:org.webjars.bower:editor.md', 'maven:org.webjars.npm:editor.md', 'maven:org.webjars.bowergithub.pandao:editor.md']",['editor.md_project editor.md'],pandao Editor.md 1.5.0 allows XSS via the Javas&#99;ript: string.,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2018-17193,"['maven:org.apache.nifi:nifi-web-utils', 'maven:org.apache.nifi:nifi']",['apache nifi'],"The message-page.jsp error page used the value of the HTTP request header X-ProxyContextPath without sanitization, resulting in a reflected XSS attack. Mitigation: The fix to correctly parse and sanitize the request attribute value was applied on the Apache NiFi 1.8.0 release. Users running a prior 1.x release should upgrade to the appropriate release.",CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2011-2481,"['maven:org.apache.tomcat.embed:tomcat-embed-core', 'maven:org.apache.tomcat:tomcat-catalina']",['apache tomcat'],"Apache Tomcat 7.0.x before 7.0.17 permits web applications to replace an XML parser used for other web applications, which allows local users to read or modify the (1) web.xml, (2) context.xml, or (3) tld files of arbitrary web applications via a crafted application that is loaded earlier than the target application.  NOTE: this vulnerability exists because of a CVE-2009-0783 regression.",,
CVE-2018-17785,['maven:com.github.blynkkk:blynk-server'],['blynk blynk-server'],"In blynk-server in Blynk before 0.39.7, Directory Traversal exists via a ../ in a URI that has /static or /static/js at the beginning, as demonstrated by reading the /etc/passwd file.",CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')
CVE-2018-17297,"['maven:cn.hutool:hutool-parent', 'maven:cn.hutool:hutool-core', 'maven:cn.hutool:hutool-all']",['hutool hutool'],The unzip function in ZipUtil.java in Hutool before 4.1.12 allows remote attackers to overwrite arbitrary files via directory traversal sequences in a filename within a ZIP archive.,CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')
CVE-2020-11975,"['maven:org.apache.unomi:unomi-services', 'maven:org.apache.unomi:unomi-common']",['apache unomi'],Apache Unomi allows conditions to use OGNL scripting which offers the possibility to call static Java classes from the JDK that could execute code with the permission level of the running Java process.,,
CVE-2020-14195,['maven:com.fasterxml.jackson.core:jackson-databind'],"['fasterxml jackson-databind', 'netapp steelstore_cloud_integrated_storage', 'netapp active_iq_unified_manager', 'debian debian_linux', 'oracle agile_plm', 'oracle banking_digital_experience', 'oracle communications_instant_messaging_server', 'oracle communications_diameter_signaling_router', 'oracle communications_evolved_communications_application_server', 'oracle communications_contacts_server', 'oracle communications_calendar_server', 'oracle communications_session_route_manager', 'oracle communications_session_report_manager', 'oracle communications_element_manager']","FasterXML jackson-databind 2.x before 2.9.10.5 mishandles the interaction between serialization gadgets and typing, related to org.jsecurity.realm.jndi.JndiRealmFactory (aka org.jsecurity).",CWE-502,Deserialization of Untrusted Data
CVE-2021-42550,"['maven:ch.qos.logback:logback-classic', 'maven:ch.qos.logback:logback-core']","['qos logback', 'redhat satellite', 'netapp snap_creator_framework', 'netapp service_level_manager', 'netapp cloud_manager', 'siemens sinec_nms']","In logback version 1.2.7 and prior versions, an attacker with the required privileges to edit configurations files could craft a malicious configuration allowing to execute arbitrary code loaded from LDAP servers.",CWE-502,Deserialization of Untrusted Data
CVE-2018-8013,"['maven:org.apache.xmlgraphics:batik-all', 'maven:org.apache.xmlgraphics:batik-dom']","['apache batik', 'debian debian_linux', 'canonical ubuntu_linux', 'oracle jd_edwards_enterpriseone_tools', 'oracle fusion_middleware_mapviewer', 'oracle enterprise_repository', 'oracle business_intelligence', 'oracle retail_back_office', 'oracle communications_diameter_signaling_router', 'oracle retail_order_broker', 'oracle insurance_calculation_engine', 'oracle retail_returns_management', 'oracle retail_central_office', 'oracle communications_webrtc_session_controller', 'oracle retail_point-of-service', 'oracle financial_services_analytical_applications_infrastructure', 'oracle data_integrator', 'oracle instantis_enterprisetrack', 'oracle retail_integration_bus', 'oracle insurance_policy_administration_j2ee', 'oracle communications_metasolv_solution']","In Apache Batik 1.x before 1.10, when deserializing subclass of `AbstractDocument`, the class takes a string from the inputStream as the class name which then use it to call the no-arg constructor of the class. Fix was to check the class type before calling newInstance in deserialization.",CWE-502,Deserialization of Untrusted Data
CVE-2018-3826,['maven:org.elasticsearch:elasticsearch'],['elastic elasticsearch'],In Elasticsearch versions 6.0.0-beta1 to 6.2.4 a disclosure flaw was found in the _snapshot API. When the access_key and security_key parameters are set using the _snapshot API they can be exposed as plain text by users able to query the _snapshot API.,CWE-311,Missing Encryption of Sensitive Data
CVE-2012-1833,"['maven:org.grails:grails-core', 'maven:org.grails:grails-plugin-controllers', 'maven:org.grails:grails-spring']",['springsource grails'],"VMware SpringSource Grails before 1.3.8, and 2.x before 2.0.2, does not properly restrict data binding, which might allow remote attackers to bypass intended access restrictions and modify arbitrary object properties via a crafted request parameter to an application.",,
CVE-2016-8609,['maven:org.keycloak:keycloak-core'],['redhat keycloak'],"It was found that the keycloak before 2.3.0 did not implement authentication flow correctly. An attacker could use this flaw to construct a phishing URL, from which he could hijack the user's session. This could lead to information disclosure, or permit further possible attacks.",CWE-287,Improper Authentication
CVE-2017-3154,['maven:org.apache.atlas:apache-atlas'],['apache atlas'],"Error responses from Apache Atlas versions 0.6.0-incubating and 0.7.0-incubating included stack trace, exposing excessive information.",CWE-200,Exposure of Sensitive Information to an Unauthorized Actor
CVE-2020-5410,['maven:org.springframework.cloud:spring-cloud-config-server'],['vmware spring_cloud_config'],"Spring Cloud Config, versions 2.2.x prior to 2.2.3, versions 2.1.x prior to 2.1.9, and older unsupported versions allow applications to serve arbitrary configuration files through the spring-cloud-config-server module. A malicious user, or attacker, can send a request using a specially crafted URL that can lead to a directory traversal attack.",CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')
CVE-2020-2173,['maven:org.jenkins-ci.plugins:gatling'],['jenkins gatling'],"Jenkins Gatling Plugin 1.2.7 and earlier prevents Content-Security-Policy headers from being set for Gatling reports served by the plugin, resulting in an XSS vulnerability exploitable by users able to change report content.",CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2020-25649,['maven:com.fasterxml.jackson.core:jackson-databind'],"['fasterxml jackson-databind', 'netapp oncommand_workflow_automation', 'netapp service_level_manager', 'netapp oncommand_api_services', 'fedoraproject fedora', 'quarkus quarkus', 'apache iotdb', 'oracle webcenter_portal', 'oracle banking_platform', 'oracle utilities_framework', 'oracle agile_plm', 'oracle coherence', 'oracle sd-wan_edge', 'oracle communications_billing_and_revenue_management', 'oracle communications_services_gatekeeper', 'oracle communications_evolved_communications_application_server', 'oracle goldengate_application_adapters', 'oracle retail_service_backbone', 'oracle primavera_gateway', 'oracle insurance_rules_palette', 'oracle communications_interactive_session_recorder', 'oracle communications_messaging_server', 'oracle commerce_platform', 'oracle communications_unified_inventory_management', 'oracle retail_xstore_point_of_service', 'oracle health_sciences_empirica_signal', 'oracle jd_edwards_enterpriseone_tools', 'oracle jd_edwards_enterpriseone_orchestrator', 'oracle insurance_policy_administration', 'oracle banking_treasury_management', 'oracle communications_cloud_native_core_unified_data_repository', 'oracle communications_network_charging_and_control', 'oracle communications_convergent_charging_controller', 'oracle agile_product_lifecycle_management_integration_pack', 'oracle communications_pricing_design_center', 'oracle banking_apis', 'oracle communications_instant_messaging_server', 'oracle communications_offline_mediation_controller', 'oracle blockchain_platform']","A flaw was found in FasterXML Jackson Databind, where it did not have entity expansion secured properly. This flaw allows vulnerability to XML external entity (XXE) attacks. The highest threat from this vulnerability is data integrity.",CWE-611,Improper Restriction of XML External Entity Reference
CVE-2019-3894,['maven:org.wildfly:wildfly-ee'],"['redhat wildfly', 'redhat jboss_enterprise_application_platform']",It was discovered that the ElytronManagedThread in Wildfly's Elytron subsystem in versions from 11 to 16 stores a SecurityIdentity to run the thread as. These threads do not necessarily terminate if the keep alive time has not expired. This could allow a shared thread to use the wrong security identity when executing.,,
CVE-2019-1010252,['maven:org.onosproject:onos-rest'],['linuxfoundation open_network_operating_system'],The Linux Foundation ONOS 2.0.0 and earlier is affected by: Poor Input-validation. The impact is: A network administrator (or attacker) can install unintended flow rules in the switch by mistake. The component is: applyFlowRules() and apply() functions in FlowRuleManager.java. The attack vector is: network management and connectivity.,CWE-20,Improper Input Validation
CVE-2020-7642,"['maven:org.webjars.bower:lazysizes', 'maven:org.webjars.npm:lazysizes']",['lazysizes_project lazysizes'],"lazysizes through 5.2.0 allows execution of malicious JavaScript. The following attributes are not sanitized by the video-embed plugin: data-vimeo, data-vimeoparams, data-youtube and data-ytparams which can be abused to inject malicious JavaScript.",CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2019-7611,['maven:org.elasticsearch:elasticsearch'],['elastic elasticsearch'],"A permission issue was found in Elasticsearch versions before 5.6.15 and 6.6.1 when Field Level Security and Document Level Security are disabled and the _aliases, _shrink, or _split endpoints are used . If the elasticsearch.yml file has xpack.security.dls_fls.enabled set to false, certain permission checks are skipped when users perform one of the actions mentioned above, to make existing data available under a new index/alias name. This could result in an attacker gaining additional permissions against a restricted index.",,
CVE-2019-10428,['maven:org.jenkins-ci.plugins:aqua-security-scanner'],['jenkins aqua_security_scanner'],"Jenkins Aqua Security Scanner Plugin 3.0.17 and earlier transmitted configured credentials in plain text as part of the global Jenkins configuration form, potentially resulting in their exposure.",CWE-319,Cleartext Transmission of Sensitive Information
CVE-2020-7768,['maven:org.webjars.npm:grpc'],['grpc grpc'],The package grpc before 1.24.4; the package @grpc/grpc-js before 1.1.8 are vulnerable to Prototype Pollution via loadPackageDefinition.,CWE-1321,Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution')
CVE-2020-24616,['maven:com.fasterxml.jackson.core:jackson-databind'],"['fasterxml jackson-databind', 'netapp active_iq_unified_manager', 'oracle application_testing_suite', 'oracle agile_plm', 'oracle communications_policy_management', 'oracle communications_diameter_signaling_router', 'oracle communications_services_gatekeeper', 'oracle communications_evolved_communications_application_server', 'oracle communications_contacts_server', 'oracle communications_calendar_server', 'oracle communications_unified_inventory_management', 'oracle communications_cloud_native_core_unified_data_repository', 'oracle communications_element_manager', 'oracle autovue_for_agile_product_lifecycle_management', 'oracle communications_messaging_server', 'oracle siebel_ui_framework', 'oracle banking_supply_chain_finance', 'oracle identity_manager_connector', 'oracle banking_liquidity_management', 'oracle communications_session_report_manager', 'oracle communications_pricing_design_center', 'oracle communications_instant_messaging_server', 'oracle communications_offline_mediation_controller', 'oracle blockchain_platform', 'debian debian_linux']","FasterXML jackson-databind 2.x before 2.9.10.6 mishandles the interaction between serialization gadgets and typing, related to br.com.anteros.dbcp.AnterosDBCPDataSource (aka Anteros-DBCP).",CWE-502,Deserialization of Untrusted Data
CVE-2014-6439,"['maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.elasticsearch', 'maven:org.elasticsearch:elasticsearch']",['elasticsearch elasticsearch'],Cross-site scripting (XSS) vulnerability in the CORS functionality in Elasticsearch before 1.4.0.Beta1 allows remote attackers to inject arbitrary web script or HTML via unspecified vectors.,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2016-4431,['maven:org.apache.struts:struts2-core'],['apache struts'],Apache Struts 2 2.3.20 through 2.3.28.1 allows remote attackers to bypass intended access restrictions and conduct redirection attacks by leveraging a default method.,CWE-20,Improper Input Validation
CVE-2015-5209,"['maven:org.apache.struts.xwork:xwork-core', 'maven:org.apache.struts:struts2-core']",['apache struts'],"Apache Struts 2.x before 2.3.24.1 allows remote attackers to manipulate Struts internals, alter user sessions, or affect container settings via vectors involving a top object.",CWE-20,Improper Input Validation
CVE-2018-8811,['maven:org.opencms:opencms-core'],['alkacon opencms'],"** DISPUTED ** Cross-site request forgery (CSRF) vulnerability in system/workplace/admin/accounts/user_role.jsp in OpenCMS 10.5.3 allows remote attackers to hijack the authentication of administrative users for requests that perform privilege escalation. Note: It is argued that OpenCMS allows only registered users to upload different kind of content artifacts (SVG, .doc, .docx). The uploaded content is stored in the CMS content repository ""as is"". In case of scripts inside an SVG, this may or may not be ""malicious"", there is no way of knowing if the uploaded SVG contains the script for a reason. To exploit the ""issue"", a user must have an account in the CMS as a content manager.",CWE-352,Cross-Site Request Forgery (CSRF)
CVE-2012-5885,"['maven:org.apache.tomcat.embed:tomcat-embed-core', 'maven:tomcat:catalina', 'maven:org.apache.tomcat:tomcat-catalina', 'maven:org.apache.tomcat:catalina']",['apache tomcat'],"The replay-countermeasure functionality in the HTTP Digest Access Authentication implementation in Apache Tomcat 5.5.x before 5.5.36, 6.x before 6.0.36, and 7.x before 7.0.30 tracks cnonce (aka client nonce) values instead of nonce (aka server nonce) and nc (aka nonce-count) values, which makes it easier for remote attackers to bypass intended access restrictions by sniffing the network for valid requests, a different vulnerability than CVE-2011-1184.",,
CVE-2014-2068,['maven:org.jenkins-ci.main:jenkins-core'],['jenkins jenkins'],The doIndex function in hudson/util/RemotingDiagnostics.java in CloudBees Jenkins before 1.551 and LTS before 1.532.2 allows remote authenticated users with the ADMINISTER permission to obtain sensitive information via vectors related to heapDump.,,
CVE-2018-1000058,['maven:org.jenkins-ci.plugins.workflow:workflow-support'],['jenkins pipeline_supporting_apis'],"Jenkins Pipeline: Supporting APIs Plugin 2.17 and earlier have an arbitrary code execution due to incomplete sandbox protection: Methods related to Java deserialization like readResolve implemented in Pipeline scripts were not subject to sandbox protection, and could therefore execute arbitrary code. This could be exploited e.g. by regular Jenkins users with the permission to configure Pipelines in Jenkins, or by trusted committers to repositories containing Jenkinsfiles.",CWE-502,Deserialization of Untrusted Data
CVE-2018-1000111,"['maven:org.jenkins-ci.plugins:subversion', 'maven:org.hudsonci.plugins:subversion', 'maven:org.jvnet.hudson.plugins:subversion']",['jenkins subversion'],An improper authorization vulnerability exists in Jenkins Subversion Plugin version 2.10.2 and earlier in SubversionStatus.java and SubversionRepositoryStatus.java that allows an attacker with network access to obtain a list of nodes and users.,CWE-863,Incorrect Authorization
CVE-2020-13935,"['maven:org.apache.tomcat.embed:tomcat-embed-websocket', 'maven:org.apache.tomcat:tomcat7-websocket', 'maven:org.apache.tomcat:tomcat-websocket']","['apache tomcat', 'debian debian_linux', 'netapp oncommand_system_manager', 'opensuse leap', 'canonical ubuntu_linux', 'mcafee epolicy_orchestrator', 'oracle managed_file_transfer', 'oracle instantis_enterprisetrack', 'oracle agile_plm', 'oracle workload_manager', 'oracle agile_engineering_data_management', 'oracle siebel_ui_framework', 'oracle mysql_enterprise_monitor', 'oracle commerce_guided_search', 'oracle fmw_platform', 'oracle communications_cloud_native_core_policy', 'oracle communications_instant_messaging_server', 'oracle blockchain_platform']","The payload length in a WebSocket frame was not correctly validated in Apache Tomcat 10.0.0-M1 to 10.0.0-M6, 9.0.0.M1 to 9.0.36, 8.5.0 to 8.5.56 and 7.0.27 to 7.0.104. Invalid payload lengths could trigger an infinite loop. Multiple requests with invalid payload lengths could lead to a denial of service.",CWE-835,Loop with Unreachable Exit Condition ('Infinite Loop')
CVE-2016-6810,['maven:org.apache.activemq:activemq-web-console'],['apache activemq'],"In Apache ActiveMQ 5.x before 5.14.2, an instance of a cross-site scripting vulnerability was identified to be present in the web based administration console. The root cause of this issue is improper user data output validation.",CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2014-0120,['maven:io.hawt:hawtio-karaf-terminal'],"['hawt hawtio', 'redhat jboss_fuse']","Cross-site request forgery (CSRF) vulnerability in the admin terminal in Hawt.io allows remote attackers to hijack the authentication of arbitrary users for requests that run commands on the Karaf server, as demonstrated by running ""shutdown -f.""",CWE-352,Cross-Site Request Forgery (CSRF)
CVE-2015-3250,"['maven:org.apache.directory.api:api-ldap-client-all', 'maven:org.apache.directory.api:apache-ldap-api', 'maven:org.apache.directory.api:api-all', 'maven:org.apache.directory.api:api-ldap-model']",['apache directory_ldap_api'],Apache Directory LDAP API before 1.0.0-M31 allows attackers to conduct timing attacks via unspecified vectors.,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor
CVE-2019-17592,['maven:org.webjars.npm:csv-parse'],"['csv-parse_project csv-parse', 'fedoraproject fedora']",The csv-parse module before 4.4.6 for Node.js is vulnerable to Regular Expression Denial of Service. The __isInt() function contains a malformed regular expression that processes large crafted input very slowly. This is triggered when using the cast option.,CWE-400,Uncontrolled Resource Consumption
CVE-2014-3529,"['maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.poi', 'maven:org.apache.poi:poi-ooxml']",['apache poi'],"The OPC SAX setup in Apache POI before 3.10.1 allows remote attackers to read arbitrary files via an OpenXML file containing an XML external entity declaration in conjunction with an entity reference, related to an XML External Entity (XXE) issue.",,
CVE-2016-6816,"['maven:org.apache.tomcat:coyote', 'maven:org.apache.tomcat.embed:tomcat-embed-core', 'maven:org.apache.tomcat:tomcat-coyote']",['apache tomcat'],"The code in Apache Tomcat 9.0.0.M1 to 9.0.0.M11, 8.5.0 to 8.5.6, 8.0.0.RC1 to 8.0.38, 7.0.0 to 7.0.72, and 6.0.0 to 6.0.47 that parsed the HTTP request line permitted invalid characters. This could be exploited, in conjunction with a proxy that also permitted the invalid characters but with a different interpretation, to inject data into the HTTP response. By manipulating the HTTP response the attacker could poison a web-cache, perform an XSS attack and/or obtain sensitive information from requests other then their own.",CWE-20,Improper Input Validation
CVE-2013-3060,['maven:org.apache.activemq:activemq-core'],['apache activemq'],"The web console in Apache ActiveMQ before 5.8.0 does not require authentication, which allows remote attackers to obtain sensitive information or cause a denial of service via HTTP requests.",CWE-287,Improper Authentication
CVE-2020-13940,"['maven:org.apache.nifi:nifi-framework-authorization', 'maven:org.apache.nifi:nifi-toolkit-flowanalyzer', 'maven:org.apache.nifi:nifi-framework-api', 'maven:org.apache.nifi:nifi-ranger-plugin', 'maven:org.apache.nifi:nifi-security-utils', 'maven:org.apache.nifi:nifi-file-authorizer', 'maven:org.apache.nifi:nifi-framework-core', 'maven:org.apache.nifi:nifi-standard-processors', 'maven:org.apache.nifi:nifi-bootstrap', 'maven:org.apache.nifi:nifi-framework-cluster-protocol']",['apache nifi'],"In Apache NiFi 1.0.0 to 1.11.4, the notification service manager and various policy authorizer and user group provider objects allowed trusted administrators to inadvertently configure a potentially malicious XML file. The XML file has the ability to make external calls to services (via XXE).",CWE-611,Improper Restriction of XML External Entity Reference
CVE-2016-1000027,"['maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.spring-web', 'maven:org.springframework:spring-web']",['vmware spring_framework'],"Pivotal Spring Framework through 5.3.16 suffers from a potential remote code execution (RCE) issue if used for Java deserialization of untrusted data. Depending on how the library is implemented within a product, this issue may or not occur, and authentication may be required. NOTE: the vendor's position is that untrusted data is not an intended use case. The product's behavior will not be changed because some users rely on deserialization of trusted data.",CWE-502,Deserialization of Untrusted Data
CVE-2019-13235,['maven:org.opencms:opencms-core'],['alkacon opencms_apollo_template'],"In the Alkacon OpenCms Apollo Template 10.5.4 and 10.5.5, there is XSS in the Login form.",CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2020-2208,['maven:org.jenkins-ci.plugins:slack-uploader'],['jenkins slack_upload'],"Jenkins Slack Upload Plugin 1.7 and earlier stores a secret unencrypted in job config.xml files on the Jenkins master where it can be viewed by users with Extended Read permission, or access to the master file system.",CWE-522,Insufficiently Protected Credentials
CVE-2018-1000820,['maven:org.neo4j.procedure:apoc'],['neo4j awesome_procedures_on_cyper'],"neo4j-contrib neo4j-apoc-procedures version before commit 45bc09c contains a XML External Entity (XXE) vulnerability in XML Parser that can result in Disclosure of confidential data, denial of service, SSRF, port scanning. This vulnerability appears to have been fixed in after commit 45bc09c.",CWE-611,Improper Restriction of XML External Entity Reference
CVE-2018-1000193,['maven:org.jenkins-ci.main:jenkins-core'],"['jenkins jenkins', 'oracle communications_cloud_native_core_automated_test_suite']","A improper neutralization of control sequences vulnerability exists in Jenkins 2.120 and older, LTS 2.107.2 and older in HudsonPrivateSecurityRealm.java that allows users to sign up using user names containing control characters that can then appear to have the same name as other users, and cannot be deleted via the UI.",CWE-74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')
CVE-2019-16572,['maven:org.jenkins-ci.plugins:weibo'],['jenkins weibo'],Jenkins Weibo Plugin 1.0.1 and earlier stores credentials unencrypted in its global configuration file on the Jenkins master where they can be viewed by users with access to the master file system.,CWE-522,Insufficiently Protected Credentials
CVE-2016-1000339,"['maven:org.bouncycastle:bcprov-jdk14', 'maven:org.bouncycastle:bcprov-ext-debug-jdk15on', 'maven:bouncycastle:bcprov-jdk14', 'maven:org.bouncycastle:bcprov-debug-jdk15on', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.bcprov-jdk15on', 'maven:org.bouncycastle:bcprov-jdk15on', 'maven:org.bouncycastle:bcprov-ext-jdk15on', 'maven:org.bouncycastle:bcprov-jdk15', 'maven:org.bouncycastle:bcprov-jdk16', 'maven:bouncycastle:bcprov-jdk15']","['bouncycastle legion-of-the-bouncy-castle-java-crytography-api', 'debian debian_linux']",In the Bouncy Castle JCE Provider version 1.55 and earlier the primary engine class used for AES was AESFastEngine. Due to the highly table driven approach used in the algorithm it turns out that if the data channel on the CPU can be monitored the lookup table accesses are sufficient to leak information on the AES key being used. There was also a leak in AESEngine although it was substantially less. AESEngine has been modified to remove any signs of leakage (testing carried out on Intel X86-64) and is now the primary AES class for the BC JCE provider from 1.56. Use of AESFastEngine is now only recommended where otherwise deemed appropriate.,,
CVE-2020-13941,['maven:org.apache.solr:solr-core'],['apache solr'],"Reported in SOLR-14515 (private) and fixed in SOLR-14561 (public), released in Solr version 8.6.0. The Replication handler (https://lucene.apache.org/solr/guide/8_6/index-replication.html#http-api-commands-for-the-replicationhandler) allows commands backup, restore and deleteBackup. Each of these take a location parameter, which was not validated, i.e you could read/write to any location the solr user can access.",CWE-20,Improper Input Validation
CVE-2020-11020,['maven:org.webjars.npm:faye'],['faye_project faye'],"Faye (NPM, RubyGem) versions greater than 0.5.0 and before 1.0.4, 1.1.3 and 1.2.5, has the potential for authentication bypass in the extension system. The vulnerability allows any client to bypass checks put in place by server-side extensions, by appending extra segments to the message channel. It is patched in versions 1.0.4, 1.1.3 and 1.2.5.",CWE-287,Improper Authentication
CVE-2019-10378,['maven:org.jenkins-ci.plugins:testlink'],['jenkins testlink'],Jenkins TestLink Plugin 3.16 and earlier stores credentials unencrypted in its global configuration file on the Jenkins master where they can be viewed by users with access to the master file system.,CWE-522,Insufficiently Protected Credentials
CVE-2020-28458,"['maven:org.webjars.npm:datatables.net', 'maven:org.webjars.bower:datatables.net']",['datatables datatables.net'],All versions of package datatables.net are vulnerable to Prototype Pollution due to an incomplete fix for https://snyk.io/vuln/SNYK-JS-DATATABLESNET-598806.,CWE-1321,Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution')
CVE-2018-1999007,['maven:org.jenkins-ci.main:jenkins-core'],"['jenkins jenkins', 'oracle communications_cloud_native_core_automated_test_suite']","A cross-site scripting vulnerability exists in Jenkins 2.132 and earlier, 2.121.1 and earlier in the Stapler web framework's org/kohsuke/stapler/Stapler.java that allows attackers with the ability to control the existence of some URLs in Jenkins to define JavaScript that would be executed in another user's browser when that other user views HTTP 404 error pages while Stapler debug mode is enabled.",CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2012-0391,"['maven:org.apache.struts.xwork:xwork-core', 'maven:com.opensymphony:xwork-core', 'maven:org.apache.struts:struts2-core']",['apache struts'],"The ExceptionDelegator component in Apache Struts before 2.2.3.1 interprets parameter values as OGNL expressions during certain exception handling for mismatched data types of properties, which allows remote attackers to execute arbitrary Java code via a crafted parameter.",CWE-20,Improper Input Validation
CVE-2020-28002,['maven:org.sonarsource.sonarqube:sonar-scanner-engine'],['sonarsource sonarqube'],"In SonarQube 8.4.2.36762, an external attacker can achieve authentication bypass through SonarScanner. With an empty value for the -D sonar.login option, anonymous authentication is forced. This allows creating and overwriting public and private projects via the /api/ce/submit endpoint.",CWE-287,Improper Authentication
