ID,Values from Dict1
CVE-2020-2247,'maven:org.jenkins-ci.plugins:klocwork'
CVE-2016-6796,"'maven:org.apache.tomcat:catalina', 'maven:org.apache.tomcat.embed:tomcat-embed-jasper', 'maven:org.apache.tomcat:tomcat-catalina', 'maven:tomcat:jasper-compiler', 'maven:org.apache.tomcat:jasper', 'maven:org.apache.tomcat:tomcat-jasper'"
CVE-2021-36151,'maven:org.apache.gobblin:gobblin-utility'
CVE-2019-10344,'maven:io.jenkins:configuration-as-code'
CVE-2018-20242,'maven:org.apache.jspwiki:jspwiki-war'
CVE-2020-1724,'maven:org.keycloak:keycloak-services'
CVE-2013-0158,"'maven:io.provis:provisio-jenkins-runtime', 'maven:org.jenkins-ci.main:jenkins-core'"
CVE-2016-4987,'maven:com.tupilabs.image_gallery:image-gallery'
CVE-2019-10419,'maven:org.jenkins-ci.plugins:application-director-plugin'
CVE-2018-1000844,"'maven:com.squareup.retrofit2:converter-jaxb', 'maven:com.squareup.retrofit2:retrofit'"
CVE-2017-7658,"'maven:org.eclipse.jetty.aggregate:jetty-client', 'maven:org.eclipse.jetty.aggregate:jetty-websocket', 'maven:org.eclipse.jetty:jetty-http', 'maven:org.eclipse.jetty:jetty-server'"
CVE-2014-0096,"'maven:org.apache.tomcat:tomcat-catalina', 'maven:org.apache.tomcat:catalina', 'maven:org.apache.tomcat.embed:tomcat-embed-core'"
CVE-2017-1000095,'maven:org.jenkins-ci.plugins:script-security'
CVE-2018-1000175,'maven:org.jenkins-ci.plugins:htmlpublisher'
CVE-2021-34428,'maven:org.eclipse.jetty:jetty-server'
CVE-2017-9796,"'maven:org.apache.geode:gemfire-core', 'maven:org.apache.geode:geode-core'"
CVE-2015-0279,"'maven:org.richfaces.ui:richfaces-components-ui', 'maven:org.richfaces:richfaces-a4j'"
CVE-2020-13692,"'maven:postgresql:postgresql', 'maven:org.postgresql:postgresql'"
CVE-2020-2266,'maven:org.jenkins-ci.plugins:description-column-plugin'
CVE-2018-12542,'maven:io.vertx:vertx-web'
CVE-2016-3093,"'maven:com.opensymphony:xwork-core', 'maven:org.apache.struts.xwork:xwork-core', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.ognl', 'maven:org.apache.struts:struts2-core', 'maven:ognl:ognl'"
CVE-2020-25020,'maven:net.sf.mpxj:mpxj'
CVE-2020-1956,"'maven:org.apache.kylin:kylin-server-base', 'maven:org.apache.kylin:kylin-core-common'"
CVE-2016-7051,'maven:com.fasterxml.jackson.dataformat:jackson-dataformat-xml'
CVE-2012-5636,"'maven:org.apache.wicket:wicket-core', 'maven:org.apache.wicket:wicket'"
CVE-2019-10199,"'maven:org.keycloak:keycloak-core', 'maven:org.keycloak:keycloak-services'"
CVE-2018-11040,"'maven:org.springframework:spring-core', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.spring-webmvc', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.spring-web', 'maven:org.springframework:spring-websocket', 'maven:org.springframework:spring-webmvc', 'maven:org.springframework:spring-web'"
CVE-2018-1000643,'maven:org.owasp.antisamy:antisamy'
CVE-2017-12158,"'maven:org.keycloak:keycloak-server-spi-private', 'maven:org.keycloak:keycloak-services'"
CVE-2020-27196,"'maven:com.typesafe.play:play-java_2.13', 'maven:com.typesafe.play:play-java_2.10', 'maven:com.typesafe.play:play_2.13.0-M5', 'maven:com.typesafe.play:play-java_2.13.0-M3', 'maven:com.typesafe.play:play_2.13.0-M3', 'maven:com.typesafe.play:play-java_2.11', 'maven:com.typesafe.play:play_2.12'"
CVE-2013-0248,'maven:commons-fileupload:commons-fileupload'
CVE-2017-5662,"'maven:batik:batik-dom', 'maven:org.apache.xmlgraphics:batik-dom'"
CVE-2017-3151,'maven:org.apache.atlas:apache-atlas'
CVE-2012-2733,"'maven:org.apache.tomcat:tomcat-coyote', 'maven:org.apache.tomcat:coyote', 'maven:org.apache.tomcat:tomcat-catalina', 'maven:org.apache.tomcat:catalina'"
CVE-2019-10797,'maven:org.wso2.transport.http:org.wso2.transport.http.netty'
CVE-2019-20330,'maven:com.fasterxml.jackson.core:jackson-databind'
CVE-2020-2319,'maven:org.jenkins-ci.plugins:labmanager'
CVE-2012-0047,'maven:org.apache.wicket:wicket'
CVE-2017-13098,"'maven:org.bouncycastle:bcprov-ext-jdk15on', 'maven:com.madgag.spongycastle:bctls-jdk15on', 'maven:org.bouncycastle:bcprov-jdk15on', 'maven:org.bouncycastle:bctls-jdk15on'"
CVE-2017-15682,'maven:org.craftercms:crafter-studio'
CVE-2007-5333,'maven:tomcat:tomcat-coyote'
CVE-2021-39150,'maven:com.thoughtworks.xstream:xstream'
CVE-2020-2324,'maven:org.jenkins-ci.plugins:cvs'
CVE-2020-35460,'maven:net.sf.mpxj:mpxj'
CVE-2019-10429,'maven:org.jenkins-ci.plugins:gitlab-logo'
CVE-2019-1003040,'maven:org.jenkins-ci.plugins:script-security'
CVE-2018-1999043,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2013-2067,"'maven:org.apache.tomcat:tomcat-catalina', 'maven:org.apache.tomcat:catalina'"
CVE-2019-16772,'maven:org.webjars.npm:serialize-to-js'
CVE-2014-2058,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2020-13937,"'maven:org.apache.kylin:kylin', 'maven:org.apache.kylin:kylin-server-base', 'maven:org.apache.kylin:kylin-core-job'"
CVE-2019-1010266,"'maven:org.fujion.webjars:lodash', 'maven:org.webjars:lodash', 'maven:org.webjars.bower:FlipClock', 'maven:org.webjars.bowergithub.faan11:app-localstorage-tidy-string', 'maven:org.webjars.npm:lodash-es', 'maven:org.webjars.bowergithub.alex-saunders:sliding-pages', 'maven:org.webjars.npm:lodash', 'maven:org.webjars.bowergithub.lodash:lodash', 'maven:org.webjars.bower:lodash'"
CVE-2020-35774,"'maven:com.twitter:twitter-server_2.9.2', 'maven:com.twitter:twitter-server_2.11', 'maven:com.twitter:twitter-server_2.13', 'maven:com.twitter:twitter-server_2.10', 'maven:com.twitter:twitter-server_2.12'"
CVE-2013-6372,"'maven:org.jenkins-ci.plugins:subversion', 'maven:org.jvnet.hudson.plugins:subversion'"
CVE-2020-2282,'maven:org.jenkins-ci.plugins:implied-labels'
CVE-2020-7780,"'maven:com.softwaremill.akka-http-session:core_2.12', 'maven:com.softwaremill.akka-http-session:core_2.11', 'maven:com.softwaremill.akka-http-session:core_2.13'"
CVE-2014-3574,"'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.poi', 'maven:org.apache.poi:poi-ooxml'"
CVE-2018-11537,"'maven:org.webjars.bower:angular-jwt', 'maven:org.webjars:angular-jwt', 'maven:org.webjars.npm:angular-jwt'"
CVE-2019-10295,'maven:org.jenkins-ci.plugins:crittercism-dsym'
CVE-2011-5062,"'maven:org.apache.tomcat:catalina', 'maven:tomcat:catalina', 'maven:org.apache.tomcat:tomcat-catalina'"
CVE-2019-10451,'maven:com.soasta.jenkins:cloudtest'
CVE-2018-6561,"'maven:org.webjars.bower:dijit', 'maven:org.webjars.bowergithub.dojo:dijit'"
CVE-2020-10748,"'maven:org.keycloak:keycloak-server-spi-private', 'maven:org.keycloak:keycloak-parent'"
CVE-2019-11776,'maven:org.eclipse.birt.runtime:viewservlets'
CVE-2018-1337,"'maven:org.apache.directory.api:apache-ldap-api', 'maven:org.apache.directory.api:api-ldap-client-api'"
CVE-2020-13931,"'maven:org.apache.tomee:openejb-core', 'maven:org.apache.tomee:openejb-loader'"
CVE-2016-0792,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2022-27203,'maven:org.jenkins-ci.plugins:extended-choice-parameter'
CVE-2020-13128,'maven:com.googlecode.gwtupload:gwtupload'
CVE-2019-0194,'maven:org.apache.camel:camel-core'
CVE-2018-1000176,'maven:org.jenkins-ci.plugins:email-ext'
CVE-2017-1000502,"'maven:org.jenkins-ci.plugins:ec2', 'maven:org.jvnet.hudson.plugins:ec2'"
CVE-2020-5245,'maven:io.dropwizard:dropwizard-validation'
CVE-2018-1325,"'maven:com.googlecode.wicket-jquery-ui:wicket-jquery-ui-plugins', 'maven:com.googlecode.wicket-jquery-ui:wicket-jquery-ui'"
CVE-2020-11007,'maven:com.shopizer:sm-core-model'
CVE-2018-1000104,"'maven:org.jenkins-ci.plugins:coverity', 'maven:org.hudsonci.plugins:coverity'"
CVE-2017-3161,'maven:org.apache.hadoop:hadoop-hdfs'
CVE-2020-17531,"'maven:org.apache.tapestry:tapestry-project', 'maven:org.apache.tapestry:tapestry-framework'"
CVE-2021-44521,'maven:org.apache.cassandra:cassandra-all'
CVE-2019-12397,'maven:org.apache.ranger:ranger'
CVE-2017-4971,"'maven:org.springframework:spring-webflow', 'maven:org.springframework.webflow:org.springframework.webflow', 'maven:org.springframework.webflow:spring-webflow'"
CVE-2015-8855,"'maven:org.webjars:tablesorter', 'maven:org.webjars.npm:bower', 'maven:org.webjars:npm', 'maven:org.webjars.bower:jsonpath-object-transform', 'maven:org.webjars.npm:semver'"
CVE-2021-36373,"'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.ant', 'maven:ant:ant', 'maven:org.apache.ant:ant'"
CVE-2019-1003098,'maven:org.jenkins-ci.plugins:openid'
CVE-2017-2610,'maven:org.jenkins-ci.main:jenkins-war'
CVE-2018-17194,"'maven:org.apache.nifi:nifi', 'maven:org.apache.nifi:nifi-framework-cluster'"
CVE-2014-2062,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2020-2211,'maven:com.elasticbox.jenkins-ci.plugins:kubernetes-ci'
CVE-2012-4431,"'maven:org.apache.tomcat.embed:tomcat-embed-core', 'maven:org.apache.tomcat:catalina', 'maven:org.apache.tomcat:tomcat-catalina'"
CVE-2019-1003046,'maven:org.jenkins-ci.plugins:fortify-on-demand-uploader'
CVE-2019-10443,'maven:org.jenkins-ci.plugins:icescrum'
CVE-2020-10746,'maven:org.infinispan:infinispan-server-runtime'
CVE-2013-6397,"'maven:org.apache.solr:solr-velocity', 'maven:org.apache.solr:solr-core'"
CVE-2017-15010,"'maven:org.webjars:browser-sync', 'maven:org.webjars.bower:npm', 'maven:org.webjars:npm', 'maven:org.webjars.npm:bower'"
CVE-2017-8028,"'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.spring-ldap', 'maven:org.springframework.ldap:spring-ldap-core'"
CVE-2018-13797,"'maven:org.webjars.npm:node-macaddress', 'maven:org.webjars.npm:macaddress'"
CVE-2019-17637,'maven:org.eclipse.wst.dtd:core'
CVE-2019-10462,'maven:org.jenkins-ci.plugins:dynatrace-dashboard'
CVE-2014-3490,'maven:org.jboss.resteasy:resteasy-jaxb-provider'
CVE-2015-9242,'maven:org.webjars.npm:ecstatic'
CVE-2018-11694,'maven:org.webjars.npm:node-sass'
CVE-2019-1003051,'maven:org.jvnet.hudson.plugins:ircbot'
CVE-2011-1184,"'maven:org.apache.tomcat:catalina', 'maven:org.apache.tomcat.embed:tomcat-embed-core', 'maven:org.apache.tomcat:tomcat-catalina', 'maven:tomcat:catalina'"
CVE-2018-11778,"'maven:org.apache.ranger:ranger', 'maven:org.apache.ranger:unixauthservice'"
CVE-2018-1000110,"'maven:org.jenkins-ci.plugins:git', 'maven:org.hudsonci.plugins:git'"
CVE-2020-6532,'maven:org.webjars.npm:electron'
CVE-2015-5323,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2019-10755,"'maven:org.pac4j:pac4j-core', 'maven:org.pac4j:pac4j-saml'"
CVE-2017-15911,'maven:org.igniterealtime.smack:smack-core'
CVE-2008-2938,"'maven:tomcat:catalina', 'maven:tomcat:tomcat4-coyote', 'maven:org.apache.tomcat:catalina', 'maven:tomcat:tomcat-coyote'"
CVE-2018-1000011,"'maven:org.jvnet.hudson.plugins.findbugs:parent', 'maven:org.jvnet.hudson.plugins:findbugs'"
CVE-2019-12421,"'maven:org.apache.nifi:nifi-web-security', 'maven:org.apache.nifi:nifi', 'maven:org.apache.nifi:nifi-web-api', 'maven:org.apache.nifi:nifi-web-ui', 'maven:org.apache.nifi:nifi-administration'"
CVE-2020-1732,'maven:org.glassfish.soteria:javax.security.enterprise'
CVE-2019-6588,'maven:com.liferay:com.liferay.captcha.taglib'
CVE-2020-2271,'maven:org.jvnet.hudson.plugins:locked-files-report'
CVE-2020-10626,'maven:com.fazecast:jSerialComm'
CVE-2019-10308,'maven:org.jvnet.hudson.plugins:analysis-core'
CVE-2016-1000340,"'maven:org.bouncycastle:bcprov-jdk15', 'maven:org.bouncycastle:bcmail-jdk14', 'maven:org.bouncycastle:bcprov-debug-jdk14', 'maven:org.bouncycastle:bcprov-ext-debug-jdk15on', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.bcprov-jdk15on', 'maven:org.bouncycastle:bcprov-debug-jdk15on', 'maven:org.bouncycastle:bcprov-jdk14', 'maven:org.bouncycastle:bcprov-jdk15on', 'maven:org.bouncycastle:bcprov-ext-jdk15on'"
CVE-2020-2115,'maven:org.jenkins-ci.plugins:nunit'
CVE-2017-1000390,'maven:org.jenkins-ci.plugins:jenkins-multijob-plugin'
CVE-2019-10775,'maven:org.webjars.npm:ecstatic'
CVE-2019-10785,"'maven:org.webjars:dojo-src', 'maven:org.webjars.bower:dojox'"
CVE-2019-1003025,'maven:org.jenkins-ci.plugins:cloudfoundry'
CVE-2018-9438,'maven:org.robolectric:android-all'
CVE-2011-2712,'maven:org.apache.wicket:wicket'
CVE-2017-18077,"'maven:org.webjars:browser-sync', 'maven:org.webjars.npm:bourbon-neat', 'maven:org.webjars:npm', 'maven:org.webjars.npm:bower'"
CVE-2016-4986,'maven:org.tap4j:tap'
CVE-2017-7545,'maven:org.jbpm:jbpm-designer-backend'
CVE-2011-2526,"'maven:org.apache.tomcat:tomcat-coyote', 'maven:org.apache.tomcat.embed:tomcat-embed-core', 'maven:tomcat:tomcat-http', 'maven:org.apache.tomcat:tomcat-util', 'maven:tomcat:tomcat-coyote', 'maven:tomcat:tomcat-util', 'maven:tomcat:catalina', 'maven:org.apache.tomcat:coyote', 'maven:org.apache.tomcat:catalina', 'maven:org.apache.tomcat:tomcat-catalina'"
CVE-2019-10306,'maven:org.jenkins-ci.plugins:ontrack'
CVE-2019-10773,'maven:org.webjars.npm:yarn'
CVE-2016-4055,"'maven:org.webjars.bowergithub.moment:moment', 'maven:org.webjars:momentjs', 'maven:org.webjars.npm:moment', 'maven:org.webjars.bower:moment'"
CVE-2019-1003003,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2018-11041,"'maven:org.cloudfoundry.identity:cloudfoundry-identity-uaa', 'maven:org.cloudfoundry.identity:cloudfoundry-identity-server', 'maven:org.cloudfoundry.identity:cloudfoundry-identity-client-lib'"
CVE-2014-3518,'maven:org.jboss.jbossas:jboss-as-jmx-remoting'
CVE-2020-35127,'maven:org.igniterealtime.openfire.plugins:bookmarks'
CVE-2017-1000421,'maven:org.webjars:gifsicle'
CVE-2014-3743,"'maven:org.webjars.npm:grunt-ngdocs', 'maven:org.webjars.bower:angular-timeline', 'maven:org.webjars.npm:angular-timeline', 'maven:org.webjars.npm:marked', 'maven:org.webjars.npm:angular-aside'"
CVE-2020-2161,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2019-5484,"'maven:org.webjars.bower:bootstrap-languages', 'maven:org.webjars.npm:bower', 'maven:org.webjars.bower:jsonpath-object-transform'"
CVE-2020-4075,'maven:org.webjars.npm:electron'
CVE-2019-10315,'maven:org.jenkins-ci.plugins:github-oauth'
CVE-2018-20835,'maven:org.webjars.bower:npm'
CVE-2019-9827,"'maven:io.hawt:hawtio-core', 'maven:io.hawt:hawtio-system'"
CVE-2019-1003088,'maven:egor-n:fabric-beta-publisher'
CVE-2019-1010260,"'maven:com.github.shyiko:ktlint', 'maven:com.github.shyiko.ktlint:ktlint-core'"
CVE-2020-11619,'maven:com.fasterxml.jackson.core:jackson-databind'
CVE-2017-3156,"'maven:org.apache.cxf:cxf-rt-rs-security-jose', 'maven:org.apache.cxf:cxf-rt-rs-security-oauth2'"
CVE-2015-8797,'maven:org.apache.solr:solr'
CVE-2020-2248,'maven:org.jenkins-ci.plugins:jsgames'
CVE-2019-10455,"'maven:org.jenkins-ci.plugins:oracle-cloud-infrastructure-compute-classic', 'maven:org.jenkins-ci.plugins:icescrum', 'maven:org.jenkins-ci.plugins:rundeck'"
CVE-2018-1999003,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2018-11758,'maven:org.apache.cayenne:cayenne-server'
CVE-2019-10401,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2018-6464,'maven:org.webjars.bower:simple-uploader'
CVE-2018-19056,"'maven:org.webjars.bower:editor.md', 'maven:org.webjars.bowergithub.pandao:editor.md'"
CVE-2017-15697,"'maven:org.apache.nifi:nifi-jetty', 'maven:org.apache.nifi:nifi-web-utils', 'maven:org.apache.nifi:nifi-web-error', 'maven:org.apache.nifi:nifi-security-utils'"
CVE-2016-1000341,"'maven:org.bouncycastle:bcprov-debug-jdk15on', 'maven:bouncycastle:bcprov-jdk14', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.bcprov-jdk15', 'maven:org.bouncycastle:bcprov-debug-jdk14', 'maven:org.bouncycastle:bcprov-ext-debug-jdk15on', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.bcpg-jdk15on', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.bcprov-jdk15on', 'maven:org.bouncycastle:bcprov-jdk15', 'maven:org.bouncycastle:bcprov-jdk16', 'maven:bouncycastle:bcprov-jdk15', 'maven:org.bouncycastle:bcprov-jdk14', 'maven:org.bouncycastle:bcprov-jdk15on', 'maven:org.bouncycastle:bcprov-ext-jdk15on'"
CVE-2021-31812,"'maven:org.apache.pdfbox:pdfbox-parent', 'maven:org.apache.pdfbox:pdfbox'"
CVE-2020-8203,"'maven:org.webjars.bower:lodash', 'maven:org.webjars.bowergithub.apache:incubator-echarts', 'maven:org.webjars.bower:echarts', 'maven:org.webjars.bowergithub.lodash:lodash', 'maven:org.webjars.bower:json3', 'maven:org.webjars.npm:lodash', 'maven:org.webjars.bowergithub.alex-saunders:sliding-pages', 'maven:org.webjars:browser-sync', 'maven:org.webjars.bowergithub.faan11:app-localstorage-tidy-string', 'maven:org.webjars.bower:FlipClock', 'maven:org.webjars.npm:floatthead'"
CVE-2017-15713,"'maven:org.apache.hadoop:hadoop-main', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.hadoop-client', 'maven:org.apache.hadoop:hadoop-mapreduce-client-hs', 'maven:org.apache.hadoop:hadoop-common'"
CVE-2018-16492,"'maven:org.webjars.npm:bourbon-neat', 'maven:org.webjars.npm:extend', 'maven:org.webjars:browser-sync', 'maven:org.webjars.bower:npm', 'maven:org.webjars.npm:bower', 'maven:org.webjars:npm'"
CVE-2020-2113,'maven:org.jenkins-ci.tools:git-parameter'
CVE-2016-3090,"'maven:org.apache.struts:struts2-core', 'maven:org.apache.struts.xwork:xwork-core'"
CVE-2018-1999030,'maven:org.jenkins-ci.plugins:maven-artifact-choicelistprovider'
CVE-2019-1003093,'maven:org.jenkins-ci.plugins:nomad'
CVE-2019-0191,"'maven:org.apache.karaf:apache-karaf', 'maven:org.apache.karaf.kar:org.apache.karaf.kar.core', 'maven:org.apache.karaf:karaf'"
CVE-2022-25182,'maven:org.jenkins-ci.plugins.workflow:workflow-cps-global-lib'
CVE-2018-11784,"'maven:org.apache.tomcat.embed:tomcat-embed-core', 'maven:org.apache.tomcat:tomcat-catalina'"
CVE-2015-5319,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2014-8122,"'maven:org.jboss.weld:weld-core-bom', 'maven:org.jboss.weld:weld-core', 'maven:org.jboss.weld:weld-core-impl'"
CVE-2019-12419,"'maven:org.apache.cxf:cxf-core', 'maven:org.apache.cxf:cxf', 'maven:org.apache.cxf:cxf-rt-rs-security-sso-oidc', 'maven:org.apache.cxf:cxf-rt-rs-security-oauth2'"
CVE-2017-2598,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2019-10742,"'maven:org.webjars.bower:axios', 'maven:org.webjars.bowergithub.axios:axios', 'maven:org.webjars.npm:github-com-mzabriskie-axios', 'maven:org.webjars.npm:axios'"
CVE-2012-5812,'maven:ch.acra:acra'
CVE-2017-1000107,'maven:org.jenkins-ci.plugins:script-security'
CVE-2022-25186,'maven:com.datapipe.jenkins.plugins:hashicorp-vault-plugin'
CVE-2020-17523,"'maven:org.apache.shiro:shiro-web', 'maven:org.apache.shiro:shiro-spring-boot-web-starter', 'maven:org.apache.shiro:shiro-spring-boot-starter', 'maven:org.apache.shiro:shiro-spring'"
CVE-2016-0785,'maven:org.apache.struts.xwork:xwork-core'
CVE-2015-7501,"'maven:commons-collections:commons-collections', 'maven:org.apache.commons:commons-collections4'"
CVE-2016-3674,"'maven:xstream:xstream', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.xstream', 'maven:com.thoughtworks.xstream:xstream'"
CVE-2020-8910,'maven:org.webjars.npm:google-closure-library'
CVE-2009-3579,'maven:org.mortbay.jetty:jetty'
CVE-2021-46063,'maven:net.mingsoft:ms-mcms'
CVE-2019-14893,'maven:com.fasterxml.jackson.core:jackson-databind'
CVE-2017-3152,'maven:org.apache.atlas:apache-atlas'
CVE-2020-15813,"'maven:org.graylog:graylog-parent', 'maven:org.graylog2:graylog2-server'"
CVE-2018-18831,'maven:net.mingsoft:ms-mcms'
CVE-2018-1000150,'maven:org.jenkins-ci.plugins:reverse-proxy-auth-plugin'
CVE-2015-5317,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2019-13116,'maven:commons-collections:commons-collections'
CVE-2019-16560,'maven:org.jenkins-ci.plugins:websphere-deployer'
CVE-2016-9299,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2020-13934,"'maven:org.apache.tomcat:tomcat-coyote', 'maven:org.apache.tomcat.embed:tomcat-embed-core'"
CVE-2019-16546,'maven:org.jenkins-ci.plugins:google-compute-engine'
CVE-2019-10093,"'maven:org.apache.tika:tika-core', 'maven:org.apache.tika:tika-parsers'"
CVE-2019-6986,'maven:org.vivoweb:vitro-api'
CVE-2018-3721,"'maven:org.webjars:lodash', 'maven:org.webjars.bower:json3', 'maven:org.webjars.bowergithub.faan11:app-localstorage-tidy-string', 'maven:org.webjars:browser-sync', 'maven:org.webjars.npm:lodash', 'maven:org.webjars.bower:FlipClock', 'maven:org.webjars.bowergithub.apache:incubator-echarts', 'maven:org.webjars.npm:floatthead', 'maven:org.webjars.bower:echarts', 'maven:org.webjars.bower:lodash', 'maven:org.webjars.bowergithub.lodash:lodash'"
CVE-2019-10390,'maven:com.splunk.splunkins:splunk-devops'
CVE-2019-17556,'maven:org.apache.olingo:odata-client-proxy'
CVE-2020-2207,'maven:org.jenkins-ci.plugins:vncviewer'
CVE-2020-2164,"'maven:org.jvnet.hudson.plugins:artifactory', 'maven:org.jenkins-ci.plugins:artifactory'"
CVE-2019-12737,"'maven:io.ktor:ktor-auth', 'maven:io.ktor:ktor-utils'"
CVE-2018-8036,"'maven:org.apache.pdfbox:debugger-app', 'maven:org.apache.pdfbox:fontbox'"
CVE-2021-21347,"'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.xstream', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.xstream-java8', 'maven:com.thoughtworks.xstream:xstream'"
CVE-2018-8023,'maven:org.apache.mesos:mesos'
CVE-2018-1259,"'maven:org.xmlbeam:xmlprojector', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.spring-data-commons', 'maven:org.springframework.data:spring-data-commons'"
CVE-2017-2654,'maven:org.jenkins-ci.plugins:email-ext'
CVE-2020-13926,'maven:org.apache.kylin:kylin-server-base'
CVE-2020-2210,'maven:org.jenkins-ci.plugins:StashBranchParameter'
CVE-2016-5001,"'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.hadoop-client', 'maven:org.apache.hadoop:hadoop-hdfs'"
CVE-2017-2585,"'maven:org.keycloak:keycloak-core', 'maven:org.keycloak:keycloak-server-spi-private'"
CVE-2020-7692,'maven:com.google.oauth-client:google-oauth-client'
CVE-2017-12648,'maven:com.liferay:com.liferay.frontend.taglib'
CVE-2008-1947,"'maven:org.apache.tomcat:catalina', 'maven:tomcat:catalina'"
CVE-2014-6394,'maven:org.webjars.npm:send'
CVE-2020-5259,"'maven:org.webjars:dojo-src', 'maven:org.webjars.npm:dojox', 'maven:org.webjars.bower:dojox'"
CVE-2019-1003078,'maven:org.jenkins-ci.plugins:labmanager'
CVE-2022-25197,'maven:com.datapipe.jenkins.plugins:hashicorp-vault-plugin'
CVE-2019-10686,'maven:com.ctrip.framework.apollo:apollo'
CVE-2018-1000863,"'maven:org.jenkins-ci.main:jenkins-core', 'maven:org.jvnet.hudson.main:hudson-core'"
CVE-2019-10458,'maven:org.jenkins-ci.plugins.workflow:puppet-enterprise-pipeline'
CVE-2016-0712,'maven:org.apache.portals.jetspeed-2:jetspeed-portal'
CVE-2019-10322,'maven:org.jenkins-ci.plugins:artifactory'
CVE-2019-1003075,'maven:org.jenkins-ci.plugins:audit2db'
CVE-2017-15719,"'maven:com.googlecode.wicket-jquery-ui:wicket-kendo-ui', 'maven:com.googlecode.wicket-jquery-ui:wicket-jquery-ui-plugins'"
CVE-2017-1000118,"'maven:com.typesafe.akka:akka-http-core', 'maven:com.typesafe.akka:akka-http-core_2.12', 'maven:com.typesafe.akka:akka-http-core_2.11'"
CVE-2013-4112,'maven:org.jgroups:jgroups'
CVE-2016-6793,"'maven:org.apache.wicket:wicket-core', 'maven:org.apache.wicket:wicket-util'"
CVE-2019-16573,'maven:com.alauda.jenkins.plugins:alauda-devops-pipeline'
CVE-2019-7614,'maven:org.elasticsearch:elasticsearch'
CVE-2010-4007,'maven:org.apache.myfaces.core:myfaces-impl'
CVE-2020-2185,'maven:org.jenkins-ci.plugins:ec2'
CVE-2018-8026,"'maven:org.apache.solr:solr-cell', 'maven:org.apache.solr:solr-core'"
CVE-2017-11556,'maven:org.webjars.npm:node-sass'
CVE-2020-2300,'maven:org.jenkins-ci.plugins:active-directory'
CVE-2011-2092,"'maven:com.adobe.blazeds:blazeds-common', 'maven:com.adobe.blazeds:blazeds-core'"
CVE-2018-1000425,'maven:org.jenkins-ci.plugins:sonar'
CVE-2019-10246,"'maven:org.eclipse.jetty:jetty-servlet', 'maven:org.eclipse.jetty:jetty-server', 'maven:org.eclipse.jetty:jetty-util'"
CVE-2016-2166,'maven:org.apache.qpid:proton-j'
CVE-2016-6636,"'maven:org.cloudfoundry.identity:cloudfoundry-identity-server', 'maven:org.cloudfoundry.identity:cloudfoundry-identity-login'"
CVE-2022-23181,'maven:org.apache.tomcat:tomcat-catalina'
CVE-2020-26289,'maven:org.webjars.npm:date-and-time'
CVE-2015-2080,"'maven:org.eclipse.jetty:jetty-server', 'maven:org.eclipse.jetty:jetty-util', 'maven:org.eclipse.jetty:jetty-runner', 'maven:org.eclipse.jetty:jetty-http', 'maven:org.eclipse.jetty.aggregate:jetty-all'"
CVE-2012-0881,"'maven:com.innoventsolutions.birt.runtime:org.apache.xerces_2.9.0.v201101211617', 'maven:org.netbeans.external:xerces-2.8.0', 'maven:apache-xerces:xercesImpl', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.xerces', 'maven:xerces:xerces', 'maven:xerces:xercesImpl'"
CVE-2017-7669,"'maven:org.apache.hadoop:hadoop-common', 'maven:org.apache.hadoop:hadoop-yarn-server-nodemanager'"
CVE-2019-10201,"'maven:org.keycloak:keycloak-services', 'maven:org.keycloak:keycloak-core'"
CVE-2017-1000092,'maven:org.jenkins-ci.plugins:git'
